price,size,rooms,bathroom,parking,furnished,elevator,balcony,floor,age,location_score,category
2189.8967774861258,64.68174502107262,3,3,0,0,1,1,11,6.046865147192482,8,2
1727.0959073870447,82.39745791220112,1,3,0,0,0,1,16,1.3609549279133524,2,2
1805.662908787999,89.62790185776973,2,2,1,1,0,1,2,5.376003598483133,8,2
1975.2145260435134,50.364022695806845,2,2,1,0,0,1,3,76.07152440870523,1,2
576.9292655137964,101.69113818739592,5,3,1,1,1,0,4,6.999040657596963,9,1
943.8926724162325,82.56539988918797,3,2,1,1,1,1,0,25.85573796996677,9,1
623.1501046044497,28.528750440856115,3,1,1,0,0,0,1,12.103540402662356,9,0
2488.5295716582227,52.13220552617808,2,2,0,1,1,0,4,22.473465282435892,6,2
1476.301191712374,64.87613979045008,1,1,0,0,0,0,18,9.823789263481144,2,1
901.818801251301,77.81426933476834,5,2,1,0,0,0,4,16.612289293992323,1,1
565.6680658047828,136.67836386511988,4,2,1,1,0,0,12,3.6068348546661007,6,1
872.4883504103537,87.14513918418885,2,1,0,1,1,0,4,4.650700733945755,4,1
893.3142131841314,54.77684330304125,2,1,1,1,0,1,7,32.25392242228374,8,1
1807.8757839577409,86.61892412921489,5,3,1,1,1,0,8,3.1133807370080606,8,2
1514.88935892602,69.43736757638356,1,2,0,1,0,0,14,5.470955256650645,2,2
2682.251912401515,89.74274718600626,3,1,0,0,0,1,2,10.531384622538972,2,2
1139.0661333763098,97.41703061106844,2,3,1,0,0,0,0,4.982437658193196,4,1
627.3723936155019,116.27691941671814,5,1,1,0,1,0,19,0.2116749485464489,9,1
1749.1263443165994,79.27140512989922,5,3,0,0,0,1,6,15.713255059989901,6,2
1930.392753076864,129.168815827995,5,3,1,0,0,0,12,4.089447661749464,7,2
1323.8874948858288,107.24067987608574,3,1,1,1,1,1,2,2.5833660171939266,3,1
1973.8899667213645,58.77681365563436,2,1,0,0,0,1,9,7.043410149186044,7,2
1180.8147315102779,146.29566997245394,5,2,1,1,0,0,17,0.08468293504658429,3,1
1239.6788387772672,89.80983539810293,3,2,1,1,0,0,15,19.943152476279153,2,1
1057.8141939084273,54.94626488083294,1,3,1,0,0,0,8,3.029310308661801,2,1
525.7477739901137,129.58739153691266,4,1,0,0,1,0,14,25.606670769771902,9,1
614.1674351918658,142.33332755595333,2,2,0,0,0,1,13,11.32448564515698,7,1
531.9336812930538,79.00924208841319,3,3,0,1,0,1,18,7.955095878544476,5,1
1511.7295509275496,64.89049218873211,4,2,1,1,1,1,5,16.41214633891465,3,2
877.3967087950998,74.82875127639014,4,3,1,1,1,0,6,49.991722194911475,8,1
1210.43717713419,101.44195182553099,3,2,1,0,0,0,4,2.892953898799803,2,1
2881.2655298459754,118.33569965091542,3,1,0,1,0,0,12,4.386539846565951,3,2
786.7388229832984,97.1146199259072,3,3,1,1,0,0,4,6.624716247554479,5,1
1028.2819748826726,83.0516962541531,5,3,0,0,1,0,13,7.7539389097418425,1,1
1908.7491475385834,124.94035310913283,1,2,1,1,1,1,0,8.05130967109326,6,2
759.805156917394,70.61490580845434,5,2,1,1,1,1,19,7.9622697647394824,2,1
580.1042785501763,110.92758015100722,4,2,0,0,0,1,0,17.616665397938327,7,1
842.1403038870571,71.35811604946164,4,1,1,1,0,1,8,5.185229024240448,7,1
675.8083585000628,92.93068874032679,4,2,1,0,1,1,8,0.11031835046357887,1,1
3154.9500858806246,76.59312305628646,3,2,0,0,1,0,14,20.850062213346163,4,2
2150.887080484569,78.32443452041568,2,1,1,1,0,1,4,10.854557749491985,1,2
1503.494190520531,68.67840447613371,5,2,1,1,1,1,6,2.1008114589186095,10,2
2551.519730520813,120.34562093542084,2,1,1,0,0,1,1,0.3004784453136413,7,2
2127.9689407405567,58.01221885674395,1,1,1,1,1,0,10,3.7947556704031666,5,2
706.495476358639,57.79303242353875,1,2,0,1,0,0,9,1.3290043046766395,8,0
2730.813405235561,143.6298069753533,5,1,1,0,1,1,18,22.713335727109087,1,2
1275.099901966172,109.33542693962994,4,2,0,0,0,0,4,3.255450402847799,10,1
2147.348291303566,8.446589039208902,1,1,1,0,1,0,14,12.230404090050566,4,2
2764.2426492862314,63.04223782368789,2,3,1,0,1,1,1,10.72912854876263,9,2
882.7307164183185,25.640319873138374,2,2,1,0,1,0,10,12.51675824361043,10,1
616.5921601238508,51.47927919754235,3,3,0,0,1,0,3,7.551125005341329,1,0
758.6867461393813,-14.155439987021197,4,3,1,1,1,0,16,13.081517194901762,3,0
1057.0576927486145,75.89031266918172,3,3,1,1,1,1,1,7.1824369380081245,2,1
2203.829726638945,45.74174542516065,5,3,0,0,0,1,9,4.741838158361626,9,2
2471.3449718798333,81.79715770389315,1,2,0,0,1,1,10,19.550398101707263,10,2
506.97640918165064,31.24636223352426,3,1,1,0,0,0,0,6.138300325266414,5,0
1214.8761593385557,82.4873555951612,3,2,0,0,1,1,17,8.394155415463372,6,1
1040.2733209186713,67.55251165639018,5,2,0,0,1,0,4,6.254985005795545,8,1
751.1673382758245,125.05858895565787,2,1,1,1,0,0,4,14.938736098834017,9,1
627.6803915456468,122.34070585236876,2,3,0,0,0,1,3,7.759942337111613,8,1
911.9085798624325,103.56036809030849,5,1,1,1,0,1,8,6.363493153006568,8,1
3363.1211226911496,70.20158658016362,2,3,0,0,1,0,18,2.9817069580351188,1,2
890.3838028814744,139.5614118578088,5,2,0,1,1,0,2,24.25224520401042,10,1
1231.452805760152,33.40894166480538,2,1,1,1,0,1,14,19.89017514786764,1,1
1714.0869768808548,37.89324111309012,5,1,1,0,0,1,13,5.64742814670518,8,2
951.9744989669623,77.48650700332806,2,3,1,0,0,0,0,10.779847242639619,1,1
4067.7981382916996,147.62114326763356,3,1,0,0,1,0,9,7.095065422551378,5,2
3782.009864541398,73.92983279389738,3,2,1,1,0,1,12,1.9380731316909854,4,2
790.0612949922053,74.50264270372155,2,1,1,0,0,0,11,4.716515922356062,5,1
1187.6592784638474,36.74268931664572,5,1,1,0,1,0,0,19.18804805505893,8,1
857.9304600790467,108.37788755811135,3,2,0,1,0,0,1,15.967095122262249,10,1
835.2496763810817,108.59528762988062,1,3,1,1,1,0,10,1.0813245595294614,8,1
537.5844777655225,103.6722560419973,2,1,1,0,0,1,11,0.7830900612994143,4,1
1440.492070982593,61.123379814579124,1,3,0,0,0,1,0,19.208441343031964,8,1
1198.5196328296383,58.79879694880983,1,1,1,0,0,1,9,22.956909634066367,10,1
552.8510873803925,41.20633248785089,4,2,1,0,0,0,2,3.4847032951217582,5,0
826.6259210103694,82.516175052828,1,3,1,0,0,0,8,4.296858619841314,4,1
2888.8609510893402,47.58778012164495,1,1,1,0,1,1,16,4.0917619566500045,7,2
773.860552142077,44.677504842521344,4,3,0,0,0,0,18,1.3578350562468087,3,0
656.5308609854698,67.28927849267973,4,1,1,1,0,0,17,13.665333319107688,5,0
1172.2721094736362,65.32531474447352,4,2,1,1,0,0,4,4.621719812178347,5,1
4744.03698261526,63.860644135341346,5,2,1,1,0,1,6,18.092748731068966,5,2
777.1448135597261,93.99333790520784,4,1,1,1,1,0,14,21.079994802319085,2,1
1615.1550102972933,82.37143406450838,5,1,1,0,0,0,5,24.394757513380153,10,2
1933.8876262394629,71.35531908466648,2,3,0,0,1,1,4,17.034305823849248,7,2
771.3331723358058,85.49038784934446,5,1,1,1,1,1,18,15.554741506094274,10,1
1802.748928492316,50.254188766861034,2,3,1,1,1,1,12,5.969064122223696,7,2
958.522799264304,83.15835871729034,4,1,1,0,1,0,6,0.2731721155141847,8,1
1500.5037477317715,84.51807478533901,4,2,0,0,0,1,1,1.1885405182504587,7,2
1503.8378271376382,34.908594219275585,2,3,1,1,1,0,5,7.5688678124693975,1,2
1267.3852499523487,109.87081263111085,3,3,0,1,0,1,14,4.463269995133977,9,1
594.629158811621,53.55698884319014,5,2,1,1,1,1,4,17.665700863039362,4,0
2303.644794246297,82.70929397619305,1,3,1,1,1,1,4,8.281422505835199,1,2
886.8102936673965,114.9323522160581,4,2,0,0,1,1,3,1.040653677616379,10,1
706.4321066075565,107.77030273141608,5,2,1,0,1,0,12,6.511056350331542,2,1
541.6297597943452,81.03000165706507,5,2,1,0,1,0,17,17.257643368629225,8,1
1393.7784045945834,69.12502991353794,4,1,0,1,0,0,0,19.88366937557245,8,1
1631.8517342673488,108.42535725726702,2,2,1,0,0,1,2,1.815905872166845,9,2
516.7269475584707,100.2408493342586,4,3,1,1,0,0,6,1.0569363042880204,9,1
1217.6305845494885,61.4490493986761,5,1,1,0,1,1,0,4.893749858664128,10,1
756.8241470549576,56.15319058994929,3,2,0,1,1,1,13,0.6776018038769404,8,0
1536.124341547692,17.82934454912005,2,2,0,1,0,0,14,12.959401176735565,4,2
691.6042225391337,84.62095525050762,4,2,1,0,1,1,15,5.933610180124206,10,1
1674.212527567719,77.51906764944803,1,3,1,0,1,1,4,2.209244593896664,7,2
988.9587009811019,114.08574123927627,4,1,0,0,1,1,2,1.0810754236460454,9,1
3260.343817804307,90.771652804411,5,1,1,1,0,1,16,26.221303758049824,6,2
647.944413439279,120.02687582518072,5,1,1,1,0,1,4,0.4401441403273654,6,1
917.1324339951718,59.079073162514874,1,3,0,1,1,0,0,1.0300594812638955,1,1
620.4442850369965,114.14450992902854,2,2,0,0,0,0,12,2.6688151075061004,10,1
3086.1903971507236,64.13250862686034,5,1,0,1,1,1,17,0.9945619212703205,9,2
2598.333707160994,103.32788185376816,2,2,1,0,0,1,0,10.336231442979722,2,2
798.3273700614889,36.237248224079195,2,3,1,1,0,0,18,2.4618053592984293,3,0
1578.7627390439145,87.05405898098566,4,1,0,0,0,1,5,6.537919409460691,5,2
2199.4840726392213,20.459361756622698,2,3,1,1,0,0,8,19.678510394412633,5,2
1310.132360686508,71.98587542174735,5,1,1,0,1,0,13,17.416675317437996,5,1
1254.2794101939462,93.21061981633741,5,1,1,0,0,1,10,1.5810973654485352,4,1
776.8770454379031,64.37094346306714,3,2,1,1,0,1,3,0.9291746439473691,5,0
597.7261404749407,48.486871137320975,2,3,0,1,1,1,6,10.91392210092836,3,0
2775.123225194523,105.383554078878,3,1,1,1,1,0,17,2.3610872158526615,1,2
2806.774427648427,76.8961163045923,4,1,0,1,0,0,17,15.207512620621035,7,2
1502.6699194828848,65.31288058907985,3,3,1,0,1,1,5,5.700248295443821,10,2
914.0465098113239,81.2568776346283,2,2,0,1,0,1,4,1.678505461819557,2,1
929.5676158116439,159.10007425836767,5,3,0,0,0,0,5,36.580094176344794,8,1
1794.4654297271181,114.60508549344632,4,1,1,1,0,0,1,0.5722050863467916,1,2
2774.0973491072523,114.87721004563521,2,3,0,1,0,0,1,1.3272518585427409,6,2
2681.1325693966132,93.06638956977092,4,2,1,0,1,0,0,16.71510016221015,1,2
2013.5621919309033,84.99455817731442,1,2,1,1,1,1,17,6.027311914741801,8,2
1527.310693567705,8.117531350087518,2,2,0,1,0,0,9,27.814557151052036,2,2
587.891726196084,59.630589606106035,1,2,0,1,1,1,6,1.198978131529743,8,0
676.2942146834115,65.58276760392576,3,2,0,1,1,0,1,1.70769012607744,4,0
2788.2305001775057,23.753238078574007,2,2,0,1,0,0,18,0.01826121483003943,3,2
1432.4939469655897,45.277526293536994,1,2,1,1,0,0,9,2.4477041066016163,2,1
509.23960561099443,20.574905872320976,5,1,1,0,0,0,11,10.707847622196718,4,0
606.9969014359493,78.85028492907882,3,3,0,0,0,1,11,12.849314179393975,10,1
1589.162387290241,104.56297912546448,2,2,0,1,1,1,14,5.620127787074938,10,2
505.074437051797,113.20323555872986,2,3,0,0,0,1,17,2.9754149955111915,2,1
675.315816104199,92.44353386237724,5,3,1,1,0,0,0,12.599428368695051,3,1
1295.6978461389317,51.09810976404293,5,1,0,1,1,1,5,1.8947880303098963,2,1
1677.3152866548126,22.038045244401218,1,3,1,1,0,1,8,14.570855710158545,2,2
1555.4414821352486,27.29393901795494,1,3,1,0,0,1,5,15.44538581191099,10,2
753.9498673080245,41.930522682365044,1,2,0,0,1,1,5,5.817384902420329,9,0
1745.4172888985388,53.33420905892976,4,2,1,1,1,0,5,2.1518467712038944,1,2
770.8237590528059,75.2075450602524,3,3,1,1,0,0,15,9.939115102575052,3,1
893.6349089180844,49.57507345619095,2,2,1,1,0,0,14,19.20418884113404,1,1
1872.3575516657907,90.16927681004785,3,1,0,0,1,0,7,7.539748667565927,3,2
1548.773814302768,73.03179491601581,5,3,0,0,0,1,1,6.181657598275065,1,2
2391.956077463401,80.31637135223077,3,3,1,1,1,0,10,38.73951544190486,9,2
1571.8132881697625,114.20751658013614,3,1,0,1,1,0,8,7.709477856559335,5,2
1340.0443055872574,44.593047973988895,1,1,1,1,0,0,15,0.34815502097061835,4,1
598.3570614484105,92.56113734877106,5,1,0,1,1,1,1,6.972555944988363,8,1
958.41630720702,79.5808031457178,3,1,1,0,0,0,10,5.892762463204388,1,1
808.1601478588311,69.99541157090914,2,3,0,0,1,0,16,3.45458089470205,9,1
779.7002036624212,106.55768962597881,1,2,0,0,1,0,5,3.8177805054614105,2,1
4112.309406162925,106.37042463671023,3,2,1,0,0,0,5,26.71121478267063,8,2
999.3874970400238,51.605276120347156,5,2,0,1,0,1,8,1.434050493369306,7,1
2726.055211248523,74.53518248426228,2,2,1,0,1,1,0,14.440808658015879,10,2
1497.334385736483,88.43635047752196,5,1,0,1,0,1,11,23.27079893128101,2,1
2083.8252526884,71.80979755932246,5,2,0,0,1,0,10,3.004083261548651,10,2
1198.4353243887704,97.55063996863394,5,2,0,0,0,0,16,0.6915139956124363,10,1
1360.155902641585,88.43576053730825,4,3,0,0,0,1,6,3.6693626497417275,6,1
1178.2934333416933,134.97683721068037,2,3,1,1,0,0,3,5.671866711983856,5,1
717.2148953252386,34.091625922106374,5,2,1,0,0,1,8,30.246314260233703,7,0
1781.7618030658039,76.32692030757808,4,1,1,0,1,1,18,5.623659488572831,2,2
829.5773683662629,52.74492465463427,1,2,1,0,0,0,14,0.9657351311456336,10,1
524.6164810806886,98.12322366317133,4,1,0,0,0,1,5,1.5886523148562244,9,1
1536.968786295274,31.484843298633663,1,3,0,0,0,1,3,4.349960995985086,3,2
694.9335702248227,90.3893813067466,4,1,1,0,0,0,4,2.0357112909122788,1,1
3321.083147273303,61.098547059549766,5,2,1,1,0,0,12,0.6247902798882122,8,2
3577.5624127880233,57.975144016369576,4,3,1,1,0,0,4,1.9268692580479079,7,2
2963.5098846338415,36.605053893779385,4,2,1,1,0,1,1,1.1148007740040289,7,2
962.2873964973667,66.04772161396981,5,2,0,1,1,0,10,2.265221196291624,4,1
515.5773153719443,112.53501590872777,1,1,1,0,1,0,17,56.42023246930107,10,1
3135.52345733189,79.24433949411562,5,2,0,1,0,0,14,5.895235770849228,3,2
1058.9382770530615,98.83041253623423,2,2,0,1,1,0,16,10.746989059261464,9,1
3900.842016122056,129.93925465898826,4,3,0,1,0,0,16,1.8066123350246646,3,2
3813.7354761302054,87.91266754467728,2,1,0,0,1,0,19,18.924091191635746,7,2
2417.3870171794188,63.23601283812978,5,1,0,0,0,0,18,3.104815225283615,7,2
848.7760681721603,94.01756645548369,5,3,0,0,0,0,19,40.45012325483094,10,1
986.2919320986936,63.67111561057124,3,3,0,1,0,0,15,18.122142251988194,7,1
2404.72665247808,64.86731950108492,2,1,1,1,1,0,10,30.13314847323643,1,2
881.1462314307171,34.40321601143046,3,3,1,0,0,1,16,11.035304468443975,10,1
685.7186162957548,107.78772473253177,2,1,0,0,0,1,7,10.732129666153032,2,1
1313.7369920602277,68.41992273051682,3,3,1,1,0,1,7,18.39462152604559,2,1
3251.2934708070416,85.46294737447586,3,1,0,1,0,1,11,12.565379915950132,3,2
1690.8255977579372,48.921142141800814,2,1,1,0,0,0,14,9.318835247015102,4,2
1344.1123364356554,93.07842889146417,5,3,1,0,1,0,3,4.435858016971023,1,1
602.2281973493228,57.14176285594749,1,2,1,1,1,1,7,2.521435960050068,5,0
1454.5307155177177,75.74873834894527,5,2,1,0,1,0,14,15.243823097967086,1,1
5110.569747846317,106.33478093717378,1,3,1,0,0,0,4,4.8784159957130795,7,2
650.9205866422642,103.72277936697589,2,1,1,0,0,0,9,0.6315802681604592,7,1
1230.4953249815037,79.33909782449179,4,3,1,0,0,0,19,6.531999563046221,2,1
2598.6086379007943,26.956069018798452,5,2,1,0,1,0,18,10.715176849681791,4,2
1850.0342483536701,169.78431710181923,3,1,0,1,0,1,14,0.2330799981516939,9,2
1694.074425301673,132.37576910819408,5,1,0,1,1,1,5,12.211904340711435,1,2
1712.28755622449,101.68024474664895,2,1,0,0,0,1,8,2.544833238319386,10,2
945.4923423149492,57.403886552270876,4,2,1,1,0,1,5,2.514880408352431,6,1
847.5620842670951,76.59223514894106,4,2,0,1,1,1,8,8.27550972659295,10,1
2157.374507259712,63.6973871067045,5,1,0,0,0,1,7,4.114241416940451,1,2
2161.3281990870287,117.91567817289166,5,1,1,0,0,1,15,5.988989053697287,6,2
2517.9500473679145,87.87508672555501,5,2,0,1,1,1,9,7.195785296286389,1,2
2944.6159618366364,56.47508424920501,2,2,0,1,1,1,8,25.386007783799567,3,2
1216.0932369329037,65.87734702625654,1,1,1,1,1,0,7,2.2928810059562648,4,1
1196.1843775511993,113.63564427709713,1,3,1,0,0,0,13,6.24194280748994,10,1
2100.9499323084874,128.00293540461433,3,3,0,0,0,0,6,15.417188504296345,5,2
1549.7190748878002,125.84994690458737,2,3,1,1,1,1,10,2.296235142041223,7,2
1710.550648511517,102.71096195161932,4,2,1,0,1,1,19,0.8597375690076392,2,2
2088.6194749542046,72.4212539359209,3,3,0,1,0,1,15,0.17924188491307222,6,2
2707.323476346767,-17.24541475987361,4,3,1,0,0,1,16,1.0951691784569326,4,2
912.4824071376543,88.91480071424665,4,2,0,0,0,1,7,3.2101900940186168,6,1
970.9367887275564,79.94513723467699,5,3,1,0,0,1,11,5.263732731718822,7,1
598.6960391873606,84.19946288964061,4,1,1,1,0,1,16,9.008454025474276,7,1
1363.4140266094346,81.61692041099619,4,2,0,0,1,0,14,2.232566959608663,5,1
536.604104210857,40.21213514152529,2,1,1,0,0,0,6,3.142940185878489,7,0
1126.6069481821096,96.72225670553557,5,3,1,0,0,1,18,12.009122911431046,3,1
1282.294585687126,98.96648942095551,5,1,0,0,1,1,16,23.969830659787927,10,1
837.6306603145225,100.47016346178978,3,2,1,0,1,0,12,1.4562103327668185,5,1
1393.6325301461752,108.3973101072016,5,3,1,1,0,1,7,6.396350806144964,5,1
530.9750621014746,98.1215493476487,1,2,1,0,0,0,13,3.501504042723245,2,1
538.0634992827894,67.69911765383267,2,3,1,0,0,1,7,7.507132773483633,4,0
2229.351369538136,77.8748945625173,3,2,0,1,1,0,13,1.2684651149639812,2,2
946.5850242077447,82.7337460176013,1,2,1,0,0,0,4,3.161351496594687,9,1
635.889041297428,83.23098347319855,4,1,1,0,0,1,11,12.339570957180152,9,1
1238.6535882790156,109.9465296791519,1,2,1,0,0,1,19,17.109721954008798,1,1
1969.6479404457352,99.31006259067473,3,2,1,0,1,1,10,9.719235467780189,2,2
743.1180034299034,142.3203031870986,5,1,1,1,0,1,3,28.906333183731974,8,1
1475.219618656493,146.19406939654016,2,3,0,0,0,0,19,10.581438428041192,3,1
589.2110289898973,82.38948747841775,3,3,1,0,0,0,1,13.727587433982846,3,1
553.0650959103094,-35.09966645378108,1,2,0,0,0,0,9,4.422751707011203,10,0
1257.908940625521,117.10497398381798,1,1,0,0,1,1,9,1.861708856108569,6,1
1277.9104426947422,63.78870983038837,3,3,0,1,0,0,6,10.725858618130788,5,1
1514.5374482046159,55.9554823450698,3,1,0,0,1,0,11,25.143791105244794,4,2
1794.9605629166842,68.046641750319,3,2,1,0,1,1,15,40.11898564981049,7,2
4223.557008699992,66.60070859556181,5,1,0,1,1,1,9,5.979226195969628,1,2
1226.2911192303563,98.36809430316178,3,2,1,0,0,0,7,7.758916924028986,1,1
890.0197141059788,33.21692662621324,4,3,1,1,0,0,7,3.7282618311912596,1,1
2085.6539797326864,47.66837762625195,2,3,0,0,0,0,4,11.163123885041559,8,2
815.8514654361372,90.2947566259225,2,3,0,1,1,1,3,14.49109701873317,9,1
1077.9834312733014,98.68832091239925,4,3,1,1,0,0,11,0.4206916885134204,3,1
581.7051685836699,99.24624934808035,1,1,0,1,1,1,10,18.74894281849759,1,1
525.6776095414743,56.388911632001026,1,1,1,1,1,1,14,7.2113177013400485,9,0
3787.379923268602,50.652030522012794,1,1,0,0,1,1,12,8.668220432706736,3,2
2307.7676421150627,64.80095498636243,1,2,1,0,0,0,0,2.3095666677574496,9,2
1690.6427327993417,87.19618256854176,5,3,1,1,0,1,4,0.10353908366908227,4,2
1025.8596444651419,124.56432107817649,4,3,0,1,1,0,5,30.40799032447613,1,1
690.3065361421087,18.57688442687749,2,3,0,1,1,1,12,26.366657835214944,5,0
670.1207415728542,73.378137291249,4,1,0,0,1,0,9,14.887266355515978,7,1
788.0059891265836,40.01964676924389,2,1,0,1,0,0,11,6.416888282824589,6,0
1296.7906483133147,30.432719679395305,1,3,1,0,1,0,2,3.82170061466724,4,1
1753.8492877767758,109.0086993603445,5,2,0,0,0,0,10,1.6969533318627388,10,2
1579.3903496967985,96.33873723498016,3,1,1,1,0,1,14,0.8438255356373814,8,2
828.412261388996,93.48300547841787,3,3,1,1,1,0,16,6.112079481824107,10,1
3598.1034985563065,107.6307751919298,1,3,1,0,0,1,4,15.714065148202605,10,2
1839.0174048752262,65.60843309701592,1,3,1,1,0,1,4,12.943432634269673,1,2
